PM10,NO,NO2,NH3,SO2,CO,Ozone,PM2.5
216.04,0,0,0,13,0,34.77,0
51.71,0,0,0,13,0,21.07,0
177.95,0,0,0,0,0,0,0
55.31,0,0,0,13,0,29.8,0
63.58,0,0,0,13,0,35.66,0
33.48,0,0,0,13,0,16,0
48.06,0,0,0,13,0,21.07,0
66.88,0,0,0,13,0,21.5,0
46.45,0,0,0,13,0,21.83,0
67.82,0,0,0,13,0,21.67,0
75.33,0,0,0,13,0,21.66,0
65.6,0,0,0,13,0,24.47,0
110.75,0,0,0,13,0,23.2,0
57.21,0,0,0,13,0,16.34,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
37.5,0,0,0,13,0,31.96,0
94.66,0,0,0,13,0,16.67,0
59.85,0,0,0,13,0,22.16,0
60.83,0,0,0,13,1.02,17.11,0
0,0,0,0,0,0,0,0
40.23,0,0,0,13,2.83,17.87,0
0,0,0,0,0,0,0,0
77.85,0,0,0,13,3.41,14.27,0
96.71,0,0,0,0,1.36,42.58,0
9.79,0,0,0,13,0.98,51.67,0
42.39,0,0,0,13,2.15,32.41,0
45.04,0,0,0,13,1.78,14.7,0
74.47,0,0,0,13,1.08,42.74,0
67.86,0,0,0,13,0.75,28.1,0
49.91,0,0,0,13,1.03,19.67,0
49.49,0,0,0,13,1.31,30.02,0
42.68,0,0,0,13,1.44,36.2,0
118.59,0,0,0,13,0.94,37.36,0
104.03,0,0,0,13,0.86,0,0
0,0,0,0,13,1.39,0,0
0,0,0,0,13,1.65,0,0
0,0,0,0,13,1.25,0,0
0,0,0,0,13,2,0,0
114.54,0,0,0,13,2.11,14.15,0
141.9,0,0,0,13,1.37,23.71,0
193.04,0,0,0,13,1.03,22.76,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
